,Name,Author,Price
7901,Legends & Lattes,Travis Baldree,US$20.05
7902,It Didn't Start With You,Mark Wolynn,US$19.90
7903,Rider-Waite Tarot Deck,Pamela Colman Smith,"US$21.03
                        
                             US$21.95"
7904,New Naturalism,Kelly D. Norris,US$34.35
7905,The Alloy of Law,Brandon Sanderson,"US$12.38
                        
                             US$20.25"
7906,Do Androids Dream Of Electric Sheep?: The inspiration behind Blade Runner and Blade Runner 2049,Philip K. Dick,"US$10.87
                        
                             US$12.50"
7907,Klara and the Sun,Kazuo Ishiguro,US$14.69
7908,Holes,Louis Sachar,US$11.88
7909,The Climate Book,Greta Thunberg,US$44.17
7910,Beyond Order,Jordan B. Peterson,US$16.14
7911,The Very Hungry Caterpillar: Little Learning Library,Eric Carle,US$13.39
7912,Roald Dahl's Marvellous Joke Book,Roald Dahl,US$9.85
7913,Quiet,Susan Cain,US$15.35
7914,Letters from a Stoic,Seneca,"US$13.78
                        
                             US$17.00"
7915,Secretly Yours,Tessa Bailey,"US$14.33
                        
                             US$17.99"
7916,Assassin's Apprentice,Robin Hobb,US$14.91
7917,The Tiger Who Came to Tea,Judith Kerr,US$12.90
7918,Una Luz En La Llama,Jennifer Armentrout,US$22.07
7919,"Chainsaw Man, Vol. 7",Tatsuki Fujimoto,US$12.05
7920,"Chainsaw Man, Vol. 6",Tatsuki Fujimoto,US$14.92
7921,A Pilgrim's Guide to the Camino De Santiago,John Brierley,"US$24.38
                        
                             US$29.99"
7922,The Wim Hof Method,Wim Hof,US$13.26
7923,Love,Donna Ashworth,"US$12.56
                        
                             US$16.99"
7924,Blue Lock 1,Muneyuki Kaneshiro,US$16.11
7925,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 4,Rou Bao Bu Chi Rou,US$19.99
7926,The Almanack of Naval Ravikant,Eric Jorgenson,US$32.10
7927,Archer's Voice,Mia Sheridan,US$19.37
7928,How to Keep House While Drowning,KC Davis,US$19.16
7929,Belladonna,Adalyn Grace,US$27.14
7930,I Who Have Never Known Men,Jacqueline Harpman,US$13.16
7931,The Atlas Six,Olivie Blake,US$16.72
7932,Crying in H Mart,Michelle Zauner,US$13.67
7933,A Court of Mist and Fury,Sarah J. Maas,US$17.47
7934,Berserk Deluxe Volume 1,Kentaro Miura,US$99.98
7935,Notes on an Execution,Danya Kukafka,US$14.58
7936,The Other Side,Jennifer Higgie,"US$25.99
                        
                             US$26.53"
7937,The Cruel Prince (The Folk of the Air),Holly Black,US$11.75
7938,Circe,Madeline Miller,US$14.43
7939,Imagine Me,Tahereh Mafi,US$14.73
7940,Skandar and the Unicorn Thief,A.F. Steadman,US$13.73
7941,You Can Heal Your Life,Louise Hay,US$16.12
7942,The Hobbit and the Lord of the Rings,J. R. R. Tolkien,US$66.48
7943,"Godel, Escher, Bach",Douglas R. Hofstadter,US$33.63
7944,Dune,Frank Herbert,US$15.80
7945,The Great Gatsby,F. Scott Fitzgerald,"US$9.32
                        
                             US$11.95"
7946,The Witches,Roald Dahl,US$11.82
7947,Regeneration,Pat Barker,"US$13.63
                        
                             US$17.75"
7948,The Myth of Sisyphus,Albert Camus,"US$9.77
                        
                             US$11.00"
7949,Flow,Mihaly Csikszentmihalyi,"US$13.54
                        
                             US$16.99"
7950,A Path through the Jungle,Professor Steve Peters,US$30.96
7951,Pattern Magic,Tomoko Nakamichi,"US$21.05
                        
                             US$24.95"
7952,The Choice,Edith Eger,US$16.42
7953,Queen K,Sarah Thomas,"US$17.66
                        
                             US$18.08"
7954,Mbappe (Ultimate Football Heroes - the No. 1 football series),Matt & Tom Oldfield,US$8.80
7955,Discipline Is Destiny,Ryan Holiday,US$19.27
7956,The Three-Body Problem,Cixin Liu,US$17.79
7957,Embroidered Birds and their Habitats,Judy Wilford,US$53.19
7958,Becoming Supernatural,Dr Joe Dispenza,US$23.31
7959,Mastery,Robert Greene,"US$21.81
                        
                             US$33.75"
7960,Six of Crows,Leigh Bardugo,US$15.04
7961,The Prison Healer,Lynette Noni,US$13.83
7962,Blue Lock 2,Muneyuki Kaneshiro,US$15.93
7963,DARLING in the FRANXX Vol. 5-6,Code:000,US$23.42
7964,"Saga, Volume 10",Brian K Vaughan,US$18.26
7965,Fleabag: The Scriptures,Phoebe Waller-bridge,US$21.48
7966,"The Boy, the Mole, the Fox and the Horse: The Animated Story",Charlie Mackesy,US$32.48
7967,Breasts and Eggs,Mieko Kawakami,US$15.36
7968,A Day of Fallen Night,Samantha Shannon,US$26.48
7969,The Color Purple,Alice Walker,US$12.70
7970,Hell Bent,Leigh Bardugo,US$27.05
7971,Guards! Guards!,Terry Pratchett,"US$19.05
                        
                             US$24.99"
7972,"Love, Pamela",Pamela Anderson,"US$22.70
                        
                             US$24.12"
7973,Stone Maidens,Lloyd Richards,US$22.47
7974,How to Win Friends and Influence People,Dale Carnegie,US$13.25
7975,Anxious People,Fredrik Backman,US$15.06
7976,Ten Things I Hate About Me,Joe Tracini,"US$21.35
                        
                             US$26.99"
7977,The Hardest Fall,Ella Maise,US$14.52
7978,A Psalm for the Wild-Built,Becky Chambers,US$21.94
7979,The Way I Used to Be,Amber Smith,US$13.90
7980,Zero to One,Blake Masters,US$14.71
7981,The Fair Play Deck,Eve Rodsky,US$31.09
7982,The Perfect Loaf,Maurizio Leo,US$80.00
7983,Mental Toughness For Young Athletes,Moses Horne,US$18.87
7984,Women Talking,Miriam Toews,US$13.36
7985,The Terraformers,Annalee Newitz,US$12.42
7986,One Dark Window,Rachel Gillig,US$14.30
7987,"Set Boundaries, Find Peace",Nedra Glover Tawwab,US$17.90
7988,Beach Read,Emily Henry,US$13.62
7989,The Ice Palace,Tarjei Vesaas,US$11.80
7990,Room on the Broom,Julia Donaldson,US$12.85
7991,Charlie and the Chocolate Factory,Roald Dahl,US$11.38
7992,The Dawn of Everything,David Graeber,US$20.45
7993,Pride and Prejudice,Jane Austen,US$12.47
7994,Giovanni's Room,James Baldwin,"US$10.74
                        
                             US$11.00"
7995,Norwegian Wood,Haruki Murakami,US$14.92
7996,Divergent Mind,Jenara Nerenberg,US$17.10
7997,The Subtle Art of Not Giving a F*Ck,Mark Manson,US$21.42
7998,The Butterfly Lion,Michael Morpurgo,US$11.11
7999,"Bungo Stray Dogs: Beast, Vol. 4",Kafka Asagiri,US$16.50
8000,Look Back,Tatsuki Fujimoto,US$13.53
8001,"Komi Can't Communicate, Vol. 23",Tomohito Oda,US$13.06
8002,"Girl, Interrupted",Susanna Kaysen,"US$10.79
                        
                             US$12.64"
8003,The Dispossessed,Ursula K. Le Guin,"US$10.73
                        
                             US$13.94"
8004,The Expectation Effect,David Robson,US$14.24
8005,Ikigai,Héctor García,US$19.55
8006,"Piano Exam Pieces 2023 & 2024, ABRSM Grade 3",ABRSM,US$14.91
8007,It Didn't Start With You,Mark Wolynn,US$21.50
8008,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,US$27.18
8009,The Dangers of Smoking in Bed,Mariana Enriquez,US$11.34
8010,The Deal,Elle Kennedy,US$17.86
8011,Before We Were Strangers,Renee Carlino,US$15.28
8012,The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel) Vol. 2,Mo Xiang Tong Xiu,US$19.84
8013,The Scum Villain's Self-Saving System,Mo Xiang Tong Xiu,US$21.02
8014,Blue Lock 3,Muneyuki Kaneshiro,US$16.52
8015,Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 20,Rifujin Na Magonote,US$15.32
8016,House of Earth and Blood,Sarah Maas,US$43.22
8017,The Noma Guide to Fermentation (Foundations of Flavor),Rene Redzepi,US$42.54
8018,Waking the Tiger: Healing Trauma,Peter A. Levine,US$23.35
8019,Heir of Fire (Miniature Character Collection),Sarah J. Maas,"US$14.42
                        
                             US$14.99"
8020,The No-Show,Beth O'Leary,US$12.47
8021,Project Hail Mary,Andy Weir,US$15.80
8022,The House in the Cerulean Sea,TJ Klune,US$16.10
8023,Clean & Green,Nancy Birtwhistle,"US$21.14
                        
                             US$24.99"
8024,Stories of Your Life and Others,Ted Chiang,US$14.56
8025,Harry Potter and the Prisoner of Azkaban: MinaLima Edition,J.K. Rowling,US$48.25
8026,I May Be Wrong,Bjoern Natthiko Lindeblad,US$14.22
8027,Throne of Glass,Sarah J. Maas,US$14.36
8028,Range,David Epstein,US$15.58
8029,Sorrow and Bliss,Meg Mason,US$13.17
8030,The Bands of Mourning,Brandon Sanderson,US$13.45
8031,Shadows of Self,Brandon Sanderson,US$13.95
8032,Equal Rites,Terry Pratchett,"US$17.39
                        
                             US$18.08"
8033,Mort,Terry Pratchett,"US$17.44
                        
                             US$24.99"
8034,Children of Time,Adrian Tchaikovsky,US$18.01
8035,"One Piece (Omnibus Edition), Vol. 2",Eiichiro Oda,US$26.57
8036,Expecting Better,Emily Oster,US$12.42
8037,Harry Potter and the Order of the Phoenix,J.K. Rowling,"US$44.26
                        
                             US$66.99"
8038,The Love Hypothesis,Ali Hazelwood,US$12.26
8039,Ten Little Fingers and Ten Little Toes,Mem Fox,US$11.82
8040,Shatter Me,Tahereh Mafi,US$13.63
8041,Gideon the Ninth,Tamsyn Muir,"US$17.49
                        
                             US$17.99"
8042,Lessons in Chemistry,Bonnie Garmus,US$25.31
8043,Just Kids,Patti Smith,US$17.44
8044,The Will to Change,Bell Hooks,"US$15.71
                        
                             US$17.99"
8045,Unreasonable Hospitality,Will Guidara,US$32.99
8046,"The Boy Who Was Raised as a Dog, 3rd Edition",Bruce D. Perry,US$20.90
8047,A Hacker's Mind,Bruce Schneier,US$35.81
8048,Q&A a Day,Potter Gift,US$17.36
8049,The Complete Guide to Memory,Richard Restak,US$25.95
8050,The Snail and the Whale,Julia Donaldson,US$13.46
8051,The Complete MAUS,Art Spiegelman,US$26.55
8052,Who Moved My Cheese,Dr Spencer Johnson,"US$9.74
                        
                             US$13.25"
8053,The Good Egg,Jory John,US$14.22
8054,Believe Me,Tahereh Mafi,US$12.67
8055,The Parent Agency,David Baddiel,US$13.52
8056,Gangsta Granny,David Walliams,US$12.90
8057,NEON GENESIS EVANGELION 05. ED. COLECCIONISTA,Yoshiyuki Sadamoto,US$36.20
8058,"Elden Ring Official Strategy Guide, Vol. 2 : Shards of the Shattering",Future Press,US$48.23
8059,Hirano and Kagiura (novel),Shou Harusono,US$15.51
8060,"Alya Sometimes Hides Her Feelings in Russian, Vol. 2",Sunsunsun,US$15.51
8061,"Bungo Stray Dogs, Vol. 8 (light novel)",Kafka Asagiri,US$19.36
8062,"The Eminence in Shadow, Vol. 3 (light novel)",Daisuke Aizawa,US$25.58
8063,"Chainsaw Man, Vol. 12",Tatsuki Fujimoto,US$9.99
8064,"BEASTARS, Vol. 22",Paru Itagaki,US$14.54
8065,"Spy x Family, Vol. 4",Tatsuya Endo,US$11.70
8066,101 Essays That Will Change The Way You Think,Brianna Wiest,US$38.72
8067,Flowers For Algernon,Daniel Keyes,"US$9.54
                        
                             US$12.64"
8068,Poetry Unbound,Pádraig Ó Tuama,US$25.70
8069,The Years - WINNER OF THE 2022 NOBEL PRIZE IN LITERATURE,Annie Ernaux,US$13.43
8070,Lonely Planet Japan,Lonely Planet,US$29.71
8071,Outsmart Your Brain,Daniel Willingham,US$20.60
8072,The Flatshare,Beth O'Leary,US$12.57
8073,Less is More,Jason Hickel,"US$15.20
                        
                             US$19.95"
8074,"Piano Exam Pieces 2023 & 2024, ABRSM Grade 5",ABRSM,US$16.19
8075,Life,Donna Ashworth,"US$12.76
                        
                             US$16.99"
8076,The Tools,Phil Stutz,US$23.39
8077,In the Realm of Hungry Ghosts,Gabor Maté,US$18.30
8078,Armistice Runner,Tom Palmer,US$11.97
8079,Life: What Nat To Do,Nat's What I Reckon,"US$24.37
                        
                             US$29.99"
8080,Twisted,Emily McIntire,US$14.51
8081,Blue Lock 4,Muneyuki Kaneshiro,US$16.81
8082,My Dress-up Darling 7,Shinichi Fukuda,US$17.00
8083,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 3,Rou Bao Bu Chi Rou,US$19.99
8084,The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel) Vol. 3,Mo Xiang Tong Xiu,"US$19.61
                        
                             US$19.99"
8085,Piano adventures Lesson Book 1,,US$11.65
8086,Piano Adventures Lesson Book Primer Level,,US$13.48
8087,Empire of Storms (Miniature Character Collection),Sarah J. Maas,US$14.87
8088,The Ballad of Never After,Stephanie Garber,US$23.81
8089,This Much is True,Miriam Margolyes,"US$14.95
                        
                             US$19.99"
8090,Spoon-Fed,Tim Spector,"US$14.91
                        
                             US$17.95"
8091,Harry Potter and the Chamber of Secrets: MinaLima Edition,J. K. Rowling,US$45.55
8092,What I Wish People Knew About Dementia,Wendy Mitchell,US$13.56
8093,The Nightingale,Kristin Hannah,US$14.80
8094,The State Of Affairs,Esther Perel,"US$11.05
                        
                             US$12.05"
8095,The Witcher Boxed Set,Andrzej Sapkowski,US$113.90
8096,Ninth House,Leigh Bardugo,US$14.13
8097,The Light Fantastic,Terry Pratchett,"US$17.17
                        
                             US$18.08"
8098,The Colour of Magic,Terry Pratchett,"US$17.17
                        
                             US$18.08"
8099,The Folk of the Air Boxset,Holly Black,US$34.11
8100,Stellarlune,Shannon Messenger,US$17.46
8101,The 13-Storey Treehouse,Andy Griffiths,US$10.85
8102,The 5am Club,Robin Sharma,US$19.13
8103,The Power of Connection,Dr Harry Barry,"US$17.57
                        
                             US$18.08"
8104,Harry Potter and the Philosopher's Stone,J. K. Rowling,"US$12.99
                        
                             US$15.64"
8105,The House at the Edge of Magic,Amy Sparkes,US$10.93
8106,A Million Kisses In Your Lifetime,Monica Murphy,US$17.17
8107,Defy Me,Tahereh Mafi,US$13.76
8108,The Girl Who Never Made Mistakes,Gary Rubinstein,US$17.91
8109,Ask and It is Given,Esther Hicks,US$19.64
8110,The Adventure Zone: The Eleventh Hour,Clint McElroy,US$25.18
8111,From Lukov with Love,Mariana Zapata,US$14.88
8112,She and her Cat,Makoto Shinkai,US$15.09
8113,1989,Val McDermid,US$13.94
8114,Roadside Picnic,Boris Strugatsky,"US$11.21
                        
                             US$18.00"
8115,Lockwood & Co: The Creeping Shadow,Jonathan Stroud,US$16.41
8116,The Richest Man In Babylon,George S Clason,US$12.12
8117,Man and His Symbols,Carl G. Jung,US$12.65
8118,The Woman Destroyed,Simone De Beauvoir,US$18.91
8119,Powerless,Elsie Silver,US$14.59
8120,Every Summer After,Carley Fortune,US$12.21
8121,The Huge Bag of Worries,Virginia Ironside,"US$10.05
                        
                             US$11.99"
8122,Book Lovers,Emily Henry,US$13.77
8123,One,Jamie Oliver,US$43.30
8124,Daring Greatly,Brene Brown,US$14.04
8125,The Selfish Gene,Richard Dawkins,US$16.27
8126,The Twits,Roald Dahl,US$9.71
8127,Fantastic Mr. Fox,Roald Dahl,US$9.71
8128,Roald Dahl's Glorious Galumptious Story Collection,Roald Dahl,US$32.99
8129,Code,Charles Petzold,"US$30.63
                        
                             US$39.99"
8130,Babel,R.F. Kuang,US$30.80
8131,Still Life,Sarah Winman,US$16.91
8132,The Dragon Republic,R.F. Kuang,US$18.74
8133,Tasting History,Max Miller,US$30.00
8134,"Dandadan, Vol. 2",Yukinobu Tatsu,US$12.05
8135,"One Piece, Vol. 101",Eiichiro Oda,US$11.95
8136,"Kaiju No. 8, Vol. 5",Naoya Matsumoto,US$13.29
8137,"Different, Not Less",Chloe Hayden,US$20.48
8138,Cursed Bunny,Bora Chung,US$17.73
8139,Wintering,Katherine May,US$14.69
8140,Formula One 2023,Bruce Jones,US$22.79
8141,The Starseed Oracle,Rebecca Campbell,"US$21.57
                        
                             US$24.99"
8142,Understanding Ethiopia's Tigray War,Martin Plaut,US$40.78
8143,Ready for IELTS 2nd Edition Student's Book with Answers Pack,Sam McCarter,"US$52.61
                        
                             US$59.33"
8144,The World Atlas of Coffee,James Hoffmann,US$35.88
8145,Prisoners of Geography,Tim Marshall,US$15.29
8146,Brain Games For Clever Kids (R),Gareth Moore,"US$7.65
                        
                             US$7.99"
8147,Batman: The Dark Knight Detective Vol. 7,Dennis O'Neil,"US$24.45
                        
                             US$24.99"
8148,Fourth Wing,Rebecca Yarros,US$29.99
8149,The Divine Project,Cardinal Joseph Ratzinger,US$20.22
8150,The Culture Map,Erin Meyer,"US$16.77
                        
                             US$16.99"
8151,The Care and Keeping of You,Valorie Schaefer,US$17.36
8152,Why Men Love Bitches,Sherry Argov,US$17.95
8153,Japanese For Busy People 1: Romanized Version,AJALT,US$33.12
